ID	original_genome_id	old_speceis_names	speceis_names_fig2	hex	id_table S1	Species name	Major clade	clade_order	Family	Genus	CUG usage
310	yHMPu5000026256_zygotorulaspora_mrakii_161215	yHMPu5000026256_Zygotorulaspora_mrakii	Zygotorulaspora_mrakii	#0012ff	331	Zygotorulaspora mrakii	Saccharomycetaceae	12	Saccharomycetaceae	Zygotorulaspora	Leu
311	hanseniaspora_vinae	Hanseniaspora_vinae	Hanseniaspora_vineae	#12958A	256	Hanseniaspora vineae	Saccharomycodaceae	11	Saccharomycodaceae	Hanseniaspora	Leu
312	lachancea_waltii	Lachancea_waltii	Lachancea_waltii	#0012ff	283	Lachancea waltii	Saccharomycetaceae	12	Saccharomycetaceae	Lachancea	Leu
313	yHAB160_kazachstania_kunashirensis_160519	yHAB160_Kazachstania_kunashirensis	Kazachstania_kunashirensis	#0012ff	312	Kazachstania kunashirensis	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
314	yHAB132_kazachstania_martiniae_160519	yHAB132_Kazachstania_martiniae	Kazachstania_martiniae	#0012ff	307	Kazachstania martiniae	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
315	yHAB153_kazachstania_rosinii_160519	yHAB153_Kazachstania_rosinii	Kazachstania_rosinii	#0012ff	317	Kazachstania rosinii	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
316	yHAB147_kazachstania_taianensis_160519	yHAB147_Kazachstania_taianensis	Kazachstania_taianensis	#0012ff	309	Kazachstania taianensis	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
317	yHAB136_kazachstania_bromeliacearum_160519	yHAB136_Kazachstania_bromeliacearum	Kazachstania_bromeliacearum	#0012ff	304	Kazachstania bromeliacearum	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
318	yHAB133_kazachstania_unispora_160519	yHAB133_Kazachstania_unispora	Kazachstania_unispora	#0012ff	306	Kazachstania unispora	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
319	yHAB134_kazachstania_turicensis_160519	yHAB134_Kazachstania_turicensis	Kazachstania_turicensis	#0012ff	305	Kazachstania turicensis	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
320	yHAB148_kazachstania_intestinalis_160519	yHAB148_Kazachstania_intestinalis	Kazachstania_intestinalis	#0012ff	310	Kazachstania intestinalis	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
321	yHAB154_kazachstania_transvaalensis_160519	yHAB154_Kazachstania_transvaalensis	Kazachstania_transvaalensis	#0012ff	316	Kazachstania transvaalensis	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
322	yHAB159_kazachstania_solicola_160519	yHAB159_Kazachstania_solicola	Kazachstania_solicola	#0012ff	313	Kazachstania solicola	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
323	yHAB164_kazachstania_aerobia_160519	yHAB164_Kazachstania_aerobia	Kazachstania_aerobia	#0012ff	311	Kazachstania aerobia	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
324	yHAB155_kazachstania_spencerorum_160519	yHAB155_Kazachstania_spencerorum	Kazachstania_spencerorum	#0012ff	315	Kazachstania spencerorum	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
325	yHAB143_kazachstania_siamensis_160519	yHAB143_Kazachstania_siamensis	Kazachstania_siamensis	#0012ff	308	Kazachstania siamensis	Saccharomycetaceae	12	Saccharomycetaceae	Kazachstania	Leu
326	yHMPu5000034877_tetrapisispora_namnaonensis_160519	yHMPu5000034877_Tetrapisispora_namnaonensis	Tetrapisispora_namnaonensis	#0012ff	323	Tetrapisispora namnaonensis	Saccharomycetaceae	12	Saccharomycetaceae	Tetrapisispora	Leu
327	yHMPu5000034876_tetrapisispora_iriomotensis_160519	yHMPu5000034876_Tetrapisispora_iriomotensis	Tetrapisispora_iriomotensis	#0012ff	324	Tetrapisispora iriomotensis	Saccharomycetaceae	12	Saccharomycetaceae	Tetrapisispora	Leu
328	yHMPu5000026152_torulaspora_franciscae_160519	yHMPu5000026152_Torulaspora_franciscae	Torulaspora_franciscae	#0012ff	332	Torulaspora franciscae	Saccharomycetaceae	12	Saccharomycetaceae	Torulaspora	Leu
329	yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519	yHMPu5000034865_Zygosaccharomyces_kombuchaensis	Zygosaccharomyces_kombuchaensis	#0012ff	327	Zygosaccharomyces kombuchaensis	Saccharomycetaceae	12	Saccharomycetaceae	Zygosaccharomyces	Leu
330	yHMPu5000034957_hanseniaspora_osmophila_160519	yHMPu5000034957_Hanseniaspora_osmophila	Hanseniaspora_osmophila	#12958A	261	Hanseniaspora osmophila	Saccharomycodaceae	11	Saccharomycodaceae	Hanseniaspora	Leu
331	yHMPu5000035696_hanseniaspora_singularis_160519	yHMPu5000035696_Hanseniaspora_singularis	Hanseniaspora_singularis	#12958A	257	Hanseniaspora singularis	Saccharomycodaceae	11	Saccharomycodaceae	Hanseniaspora	Leu
332	yHMPu5000034963_hanseniaspora_clermontiae_160519	yHMPu5000034963_Hanseniaspora_clermontiae	Hanseniaspora_clermontiae	#12958A	260	Hanseniaspora clermontiae	Saccharomycodaceae	11	Saccharomycodaceae	Hanseniaspora	Leu
333	arthrobotrys_oligospora	Arthrobotrys_oligospora	Arthrobotrys_oligospora	#050f07	333	Arthrobotrys oligospora	outgroup	0	outgroup	outgroup	Leu
334	aspergillus_nidulans	Aspergillus_nidulans	Aspergillus_nidulans	#050f07	334	Aspergillus nidulans	outgroup	0	outgroup	outgroup	Leu
335	botrytis_cinerea	Botrytis_cinerea	Botrytis_cinerea	#050f07	335	Botrytis cinerea	outgroup	0	outgroup	outgroup	Leu
336	Coccidioides_immitis	Coccidioides_immitis	Coccidioides_immitis	#050f07	336	Coccidioides immitis	outgroup	0	outgroup	outgroup	Leu
337	fusarium_graminearum	Fusarium_graminearum	Fusarium_graminearum	#050f07	337	Fusarium graminearum	outgroup	0	outgroup	outgroup	Leu
338	neurospora_crassa	Neurospora_crassa	Neurospora_crassa	#050f07	338	Neurospora crassa	outgroup	0	outgroup	outgroup	Leu
339	Saitoella_complicata	Saitoella_complicata	Saitoella_complicata	#050f07	339	Saitoella complicata	outgroup	0	outgroup	outgroup	Leu
340	sclerotinia_sclerotiorum	Sclerotinia_sclerotiorum	Sclerotinia_sclerotiorum	#050f07	340	Sclerotinia sclerotiorum	outgroup	0	outgroup	outgroup	Leu
341	stagonospora_nodorum	Stagonospora_nodorum	Stagonospora_nodorum	#050f07	341	Stagonospora nodorum	outgroup	0	outgroup	outgroup	Leu
342	xylona_heveae	Xylona_heveae	Xylona_heveae	#050f07	342	Xylona heveae	outgroup	0	outgroup	outgroup	Leu
343	schizosaccharomyces_pombe	Schizosaccharomyces_pombe	Schizosaccharomyces_pombe	#050f07	343	Schizosaccharomyces pombe	outgroup	0	outgroup	outgroup	Leu
