	-33.379169	0.008264	-33.189695	0.008264	0.009524
	-43.975945	0.006925	-43.820201	0.007520	0.005361
	-39.407727	0.008264	-38.709582	0.008190	0.002224
	-44.150789	0.008264	-44.042212	0.008262	0.009524
	-40.270657	0.008264	-40.213825	0.008264	0.004668
	-36.201587	0.007339	-36.165519	0.007025	0.008464
	-38.600149	0.008264	-38.313819	0.008264	0.009524
	-32.344973	0.004767	-32.307803	0.004269	0.006531
	-31.814663	0.007439	-31.829282	0.007185	0.008175
	-25.179461	0.008264	-24.779661	0.008264	0.004544
	-24.336919	0.008264	-24.240505	0.008264	0.009524
	-42.533396	0.008264	-42.499572	0.008264	0.009524
	-35.025822	0.008260	-34.861037	0.006917	0.009524
	-28.011628	0.006132	-27.993706	0.005532	0.007026
	-37.976870	0.006584	-36.701617	0.008264	0.001861
	-36.924606	0.008264	-36.912039	0.007296	0.009524
	-46.360894	0.008264	-45.837288	0.008252	0.009524
	-34.853186	0.007047	-34.810748	0.006463	0.008845
	-26.052713	0.008264	-26.295844	0.008264	0.001243
	-24.169327	0.007595	-24.029185	0.007034	0.025641
	-26.307527	0.004583	-22.873273	0.006222	0.000000
	-39.548179	0.004528	-37.139876	0.006383	0.000561
	-37.703543	0.008264	-36.114809	0.008236	0.000000
	-25.746455	0.008264	-inf	0.008145	0.003566
	-21.820183	0.008264	-19.983205	0.008176	0.025641
	-16.813017	0.008264	-16.799581	0.008264	0.009376
	-29.851418	0.008264	-28.952355	0.008264	0.001353
	-22.759313	0.006082	-22.657219	0.006591	0.004010
	-37.340727	0.005475	-37.323005	0.005275	0.006255
	-28.832230	0.005848	-28.819915	0.005725	0.006693
	-42.471108	0.008264	-42.430195	0.007721	0.009524
	-20.775837	0.008264	-20.742128	0.008264	0.007172
	-17.736959	0.006408	-17.698024	0.006269	0.009524
	-33.381893	0.005432	-33.371753	0.005262	0.005870
	-33.089738	0.005171	-33.048610	0.005480	0.004649
	-26.842793	0.008264	-26.757050	0.008264	0.006357
	-26.128308	0.008264	-26.023136	0.008264	0.009524
	-23.608569	0.007351	-23.441383	0.006794	0.025530
	-36.151374	0.008264	-35.962888	0.008264	0.005432
	-38.441074	0.008264	-38.345010	0.008264	0.009524
	-43.896933	0.007664	-43.875514	0.007880	0.006908
	-33.241739	0.005556	-32.294418	0.003723	0.009524
	-26.511398	0.008264	-26.697433	0.008264	0.002869
	-23.817257	0.008264	-23.733476	0.008264	0.005747
	-29.290663	0.004453	-28.467525	0.002837	0.009524
	-26.865079	0.008264	-27.055078	0.008264	0.002568
