	-19.972649	0.004389	-19.822802	0.003702	0.006288
	-25.089825	0.008264	-25.059879	0.008257	0.009524
	-34.944544	0.008264	-34.844706	0.008256	0.025641
	-22.524734	0.007781	-22.472959	0.007368	0.009524
	-18.716896	0.003531	-17.609873	0.005174	0.000657
	-29.992908	0.008264	-30.209111	0.008264	0.001918
	-27.489455	0.004529	-27.529358	0.004174	0.006272
	-37.695498	0.003653	-37.685512	0.003710	0.003534
	-36.090964	0.007233	-36.052203	0.007517	0.005923
	-15.430032	0.006366	-15.611794	0.003569	0.009524
	-41.315321	0.008264	-41.179730	0.008264	0.009524
	-61.883208	0.008264	-62.459395	0.008264	0.003648
	-25.160613	0.008264	-25.084056	0.008264	0.009521
	-33.315400	0.006636	-33.160525	0.005914	0.009180
	-40.479453	0.008264	-39.908728	0.006707	0.009524
	-25.334526	0.006578	-25.300931	0.006910	0.004147
	-37.828537	0.003657	-37.254875	0.002586	0.007000
	-29.131510	0.008264	-28.842619	0.007298	0.009524
	-28.577643	0.008264	-28.218967	0.008264	0.009519
	-33.243167	0.006720	-33.226573	0.006303	0.007854
	-19.569242	0.006314	-19.483944	0.006077	0.009524
	-24.826307	0.008264	-24.639306	0.008259	0.009524
	-45.656215	0.007683	-45.404812	0.006071	0.009524
	-42.004461	0.007317	-41.958581	0.007710	0.005850
	-33.714806	0.006003	-33.684493	0.006412	0.005159
	-43.780805	0.008264	-43.712272	0.007518	0.009392
	-34.638642	0.005765	-33.432550	0.003848	0.009524
	-32.637860	0.005210	-32.563181	0.005818	0.003721
	-34.757940	0.005923	-34.538749	0.004838	0.008191
	-34.315888	0.008264	-33.959719	0.008264	0.009523
	-26.628840	0.008264	-26.139993	0.008264	0.009501
	-31.080107	0.008264	-31.053252	0.008263	0.009524
	-29.631872	0.005436	-29.556411	0.004408	0.007708
	-30.104517	0.004481	-30.055808	0.004192	0.005356
	-39.965919	0.008264	-39.745997	0.008264	0.004592
	-25.548870	0.003589	-25.555746	0.003445	0.003850
	-18.615999	0.004891	-17.901950	0.003911	0.009524
	-37.790547	0.008264	-37.797883	0.008264	0.008884
	-37.198020	0.008264	-37.195913	0.008264	0.008601
	-21.539130	0.002490	-19.533464	0.004479	0.000451
	-34.669713	0.006759	-34.315441	0.005256	0.009524
	-37.317465	0.008264	-37.260453	0.008253	0.009524
	-19.337578	0.003954	-17.266874	0.008241	0.000577
	-35.721012	0.007195	-35.705344	0.006961	0.008287
	-27.116545	0.006630	-26.971215	0.005254	0.009524
	-38.629969	0.006747	-37.798056	0.004593	0.009524
	-46.986799	0.008264	-inf	0.008090	0.007552
	-43.036478	0.008264	-42.897372	0.007239	0.009524
	-21.525560	0.008264	-21.517426	0.008264	0.008963
	-26.348712	0.004822	-25.300746	0.005852	0.001090
	-22.461181	0.008264	-22.434485	0.008264	0.006771
	-32.073882	0.008264	-31.048079	0.008264	0.002408
	-8.693595	0.008264	-8.676042	0.008241	0.009524
	-29.209131	0.004895	-28.508806	0.004043	0.009524
	-36.636083	0.008264	-36.596890	0.008264	0.009524
	-35.989781	0.005954	-36.000308	0.005818	0.006613
	-39.997847	0.006365	-39.958048	0.006702	0.005228
	-21.984708	0.008264	-21.962604	0.008264	0.006809
	-20.935072	0.008264	-20.980486	0.008264	0.005913
	-35.609901	0.006974	-35.505081	0.006451	0.009213
	-24.760076	0.008264	-24.629862	0.008264	0.009524
	-38.853744	0.007194	-38.693369	0.008264	0.004746
	-19.450633	0.004519	-19.194572	0.003046	0.009425
	-29.936445	0.004665	-29.558173	0.003844	0.007812
	-26.401192	0.008264	-26.455927	0.008264	0.009212
	-33.004805	0.008264	-32.873403	0.008264	0.009524
	-28.315929	0.008264	-28.278670	0.008229	0.009524
	-22.618723	0.003350	-22.342293	0.002408	0.005769
	-18.693678	0.006208	-18.481504	0.007580	0.004123
	-48.213132	0.007903	-48.220519	0.007093	0.009524
	-18.794251	0.007668	-18.777418	0.007510	0.009524
	-19.167343	0.007912	-19.182858	0.005162	0.009524
	-16.784580	0.005791	-16.714316	0.005653	0.009524
	-37.942120	0.008264	-37.834901	0.008043	0.009524
	-36.736653	0.007046	-35.639566	0.004604	0.009524
	-42.475059	0.007855	-42.468982	0.007591	0.008415
	-38.207480	0.006428	-36.796306	0.007718	0.001108
	-11.199676	0.003024	-11.104131	0.002931	0.009524
	-34.680521	0.006984	-34.677371	0.006918	0.007474
	-44.675549	0.008264	-44.390663	0.008264	0.009519
	-46.988266	0.008264	-46.382026	0.008264	0.009519
	-26.714163	0.008264	-26.675689	0.008264	0.009518
	-29.539809	0.007168	-29.041107	0.005348	0.009524
	-30.756295	0.008264	-29.949568	0.008264	0.002036
	-16.085315	0.007480	-16.071426	0.007313	0.009524
	-26.204710	0.007911	-26.208944	0.007876	0.008059
	-42.158184	0.004917	-41.821174	0.004202	0.007185
	-31.018468	0.005902	-30.612710	0.007262	0.003412
	-28.052256	0.003234	-27.670227	0.002462	0.004941
	-30.896019	0.008264	-30.709686	0.008264	0.009522
	-19.609556	0.008264	-19.646158	0.008264	0.009286
	-36.022482	0.007618	-35.926706	0.006923	0.009524
	-39.063279	0.004719	-38.530444	0.003573	0.008491
	-29.962038	0.004753	-inf	0.008188	0.005593
	-13.515388	0.008264	-13.361560	0.005452	0.009524
	-38.645437	0.008264	-37.585843	0.008264	0.002637
	-35.449600	0.006278	-33.209854	0.008180	0.000000
	-49.666350	0.008264	-49.263631	0.008264	0.009488
	-29.375401	0.008264	-29.313576	0.008134	0.009524
	-44.607632	0.004868	-44.612899	0.004835	0.004960
	-18.253615	0.006973	-17.861690	0.008264	0.003509
	-26.764205	0.008264	-26.765218	0.008264	0.008015
	-24.084452	0.005542	-24.028314	0.005097	0.009524
	-19.838971	0.007156	-19.804832	0.007014	0.009524
	-35.543971	0.006056	-35.534984	0.006211	0.005543
	-39.317289	0.008264	-39.236048	0.008214	0.009524
	-32.821880	0.008264	-32.823778	0.008264	0.008170
	-28.110963	0.008264	-28.095650	0.008264	0.009363
	-29.936771	0.007706	-29.909962	0.007324	0.008623
	-34.035840	0.004941	-33.582146	0.003358	0.008986
	-37.483077	0.005222	-36.984733	0.003676	0.009524
	-43.036136	0.008264	-43.022945	0.008264	0.008317
	-42.158982	0.008000	-42.122420	0.007542	0.009524
	-15.398709	0.006407	-15.349928	0.006246	0.009524
	-48.522413	0.008264	-48.204436	0.008264	0.009495
	-27.274138	0.008264	-26.903148	0.008264	0.009521
	-44.117435	0.008264	-43.991381	0.008264	0.009524
	-41.631147	0.008264	-41.517249	0.007859	0.009524
	-32.697212	0.008264	-31.895482	0.004883	0.009524
	-22.114288	0.008264	-inf	0.008240	0.006764
	-32.494876	0.008264	-32.148751	0.008234	0.025641
	-32.207860	0.008264	-31.894333	0.007297	0.009524
	-16.687390	0.006980	-16.602966	0.007708	0.006320
	-20.453287	0.008264	-20.293958	0.003550	0.009524
	-15.698785	0.005395	-13.831398	0.008264	0.001001
	-21.576795	0.008264	-21.527480	0.008264	0.009524
	-23.270134	0.008141	-23.150035	0.007599	0.025641
	-19.307740	0.004679	-17.916558	0.001878	0.009524
	-40.858145	0.007363	-40.051523	0.004958	0.009524
	-36.843848	0.008264	-36.772956	0.008189	0.009524
	-17.707120	0.004371	-17.581908	0.004284	0.009524
	-21.781311	0.006642	-21.690391	0.006303	0.009524
	-29.331733	0.008264	-29.314357	0.008100	0.009524
	-33.086321	0.006697	-31.811242	0.008264	0.001967
	-23.393744	0.008264	-23.363487	0.008260	0.009524
	-31.095160	0.005140	-30.844907	0.004487	0.009210
	-30.061443	0.004497	-28.680040	0.002812	0.009188
	-31.073531	0.008264	-30.603319	0.007442	0.009524
	-17.605783	0.004647	-17.511043	0.004535	0.009524
	-13.931577	0.004560	-12.921008	0.008264	0.002641
	-19.629576	0.007881	-19.523292	0.007561	0.025641
	-23.800245	0.003975	-23.000899	0.004724	0.001067
	-13.121293	0.008264	-13.034473	0.008264	0.005490
	-35.689138	0.008264	-35.492590	0.008259	0.009524
	-22.413379	0.008264	-22.360827	0.008264	0.009524
	-40.655899	0.007318	-40.251665	0.005768	0.009524
	-30.053767	0.003331	-29.708302	0.002784	0.005021
	-14.826135	0.007180	-14.750070	0.005823	0.009524
	-43.760294	0.008162	-40.439194	0.008264	0.000386
	-31.840268	0.007550	-30.730767	0.004340	0.009524
	-11.534945	0.005059	-11.290504	0.006108	0.004319
	-14.826005	0.003207	-14.643986	0.003125	0.009524
	-26.207494	0.008264	-26.176492	0.008263	0.009524
	-32.162921	0.008264	-34.494282	0.004114	0.000000
